"","species","weight"
"654","pmtr",28
"655","pmtr",30
"656","pmbo",25
"657","pmbo",19
"658","pmbo",28
"659","pmbo",27
"660","pmbo",22
"661","pmbo",28
"662","pmtr",25
"663","pmtr",24
"664","pmtr",21
"665","pmtr",25
"666","pmbo",27
"667","pmtr",22
"668","pmbo",20
"669","pmbo",16
"670","pmtr",26
"671","pmbo",25
"672","pmtr",22
"673","pmbo",21
"674","pmbo",24
"675","pmbo",19
"676","pmbo",20
"677","pmbo",18
"678","pmbo",6
"679","pmtr",31
"680","pmbo",9
"681","pmbo",23
"682","pmbo",18
"683","pmbo",27
"684","pmtr",26
"685","pmbo",26
"686","pmtr",32
"687","pmtr",26
"688","pmbo",20
"689","pmbo",27
"690","pmbo",22
"691","pmbo",20
"692","pmbo",20
"693","pmbo",22
"694","pmtr",25
"695","pmtr",28
"696","pmbo",21
"697","pgfv",6
"698","pmbo",16
"699","pmtr",23
"700","pmbo",22
"701","pmbo",27
"702","pgfv",8
"703","pmtr",22
"704","pmbo",35
"705","pmbo",29
"706","pmtr",25
"707","pmbo",26
"708","pmbo",23
"709","pmtr",24
"710","pmbo",16
"711","neal",142
"712","pmbo",21
"713","pmtr",19
"714","pmtr",29
"715","pmtr",23
"716","pmtr",20
"717","pmtr",28
"718","pmbo",23
"719","pmbo",30
"720","pmtr",25
"721","pmbo",21
"722","pmbo",32
"723","pmbo",14
"724","pmbo",21
"725","pmtr",26
"726","pmtr",21
"727","pmtr",25
"728","pmbo",25
"729","pgfv",7
"730","pmtr",27
"731","pmtr",28
"732","pgfv",8
"733","pgfv",8
"734","pmbo",27
"735","pmbo",22
"736","pmbo",28
"737","pmbo",14
"738","pmbo",24
"739","pmtr",25
"740","pmtr",32
"741","pmbo",30
"742","pmtr",21
"743","pmbo",20
"744","pmbo",25
"745","pmbo",26
"746","sihi",71
"747","pmbo",29
"748","pmbo",31
"749","pmtr",30
"750","pmbo",20
"751","pmtr",33
"752","pmbo",26
"753","neal",130
"754","pmtr",26
"755","pmbo",13
"756","pmbo",22
"757","neal",200
"758","pmbo",28
"759","pmbo",10
"760","pmtr",25
"761","pmbo",24
"762","pgfv",8
"763","pmbo",15
"764","pmtr",30
"765","pmtr",23
"766","pmtr",24
"767","pmbo",22
"768","pmtr",29
"769","pmtr",32
"770","neal",155
"771","onar",18
"772","pmbo",18
"773","pmtr",17
"774","chin",17
"775","pmbo",21
"776","pmbo",12
"777","pmbo",18
"778","neal",185
"779","pmtr",16
"780","neal",222
"781","pmbo",19
"782","onar",11
"783","pmbo",17
"784","pmtr",45
"785","pmbo",24
"786","pmtr",27
"787","pmtr",24
"788","pmle",15
"789","pmtr",35
"790","pmbo",17
"791","neal",167
"792","pmtr",24
"793","pmtr",31
"794","pmtr",24
"795","pmbo",18
"796","pmbo",23
"797","pmtr",30
"798","pmbo",26
"799","pmle",14
"800","pmle",30
"801","pmbo",29
"802","pmbo",28
"803","pmtr",30
"804","pmtr",35
"805","pmtr",27.3
"806","pmbo",23
"807","pmbo",24
"808","neal",132
"809","pmtr",29
"810","pmtr",18
"811","pmtr",22
"812","pmtr",28
"813","pmle",23
"814","pgfv",8
"815","pmtr",36
"816","pgfv",7
"817","pmle",29
"818","pmtr",26
"819","pmle",18
"820","pmtr",20
"821","pgfv",7
"822","pmbo",18
"823","neal",122
"824","pmbo",28
"825","pmtr",25
"826","pmle",25
"827","pmbo",25
"828","pmtr",29
"829","pmtr",34
"830","pmtr",25
"831","pmbo",27
"832","pmbo",22
"833","pmle",28
"834","pmtr",25
"835","pmtr",24
"836","pmle",26
"837","pmle",22
"838","pmtr",17
"839","pmtr",41
"840","pmtr",26
"841","pmbo",29
"842","pmtr",25
"843","pmtr",30
"844","pmtr",27
"845","pmtr",20
"846","neal",110
"847","pmbo",18
"848","neal",128
"849","pmle",19
"850","pmtr",27
"851","pmbo",19
"852","pmbo",25
"853","pmbo",25
"854","pmbo",27
