"","species","wgt"
"8191","NA",135
"8192","PE",14
"8193","DM",42
"8194","DM",41
"8195","DM",40
"8196","PE",19
"8197","DS",114
"8198","NA",153
"8199","DM",45
"8200","DM",38
"8201","DM",41
"8202","DM",47
"8203","PE",22
"8204","OL",34
"8205","PE",22
"8206","RM",11
"8207","NA",161
"8208","OL",33
"8209","PE",25
"8210","PE",24
"8211","DO",50
"8212","DO",43
"8213","DM",38
"8214","DM",50
"8215","RM",8
"8216","DM",44
"8217","DM",43
"8218","DS",136
"8219","DM",36
"8220","DO",53
"8221","DS",155
"8222","DM",47
"8223","DM",50
"8224","DM",38
"8225","DO",56
"8226","PM",19
"8227","SH",51
"8228","DM",45
"8229","DM",39
"8230","DO",43
"8231","PE",26
"8232","DM",35
"8233","DM",43
"8234","DM",35
"8235","DO",57
"8236","PE",24
"8237","DO",54
"8238","DO",46
"8239","RM",9
"8240","RM",9
"8241","DM",35
"8242","RM",11
"8243","DM",43
"8244","RM",10
"8245","DO",49
"8246","NA",161
"8247","DO",58
"8248","OT",27
"8249","PE",22
"8250","DM",45
"8251","RM",9
"8252","DM",46
"8253","DM",46
"8254","DS",144
"8255","NA",190
"8256","PE",24
"8257","DM",40
"8258","DM",45
"8259","DM",38
"8260","DM",42
"8261","DM",48
"8262","DO",44
"8263","DO",51
"8264","OL",34
"8265","PE",22
"8266","DO",61
"8267","DM",40
"8268","DM",50
"8269","DS",136
"8270","DM",42
"8271","DM",40
"8272","DM",43
"8273","DM",42
"8274","DM",40
"8275","DO",53
"8276","DS",160
"8277","DO",44
"8278","DM",55
"8279","DM",50
"8280","DM",48
"8281","NA",145
"8282","PE",23
"8283","DM",44
"8284","SH",51
"8285","DM",35
"8286","DM",44
"8287","OL",30
"8288","DM",42
"8289","DM",34
"8290","DM",33
"8291","DM",42
"8292","DO",56
"8293","OT",21
"8294","DM",33
"8295","DO",49
"8296","DO",50
"8297","OL",32
"8298","RM",9
"8299","DO",58
"8300","PE",21
"8301","DM",44
"8302","DM",34
"8303","DM",44
"8304","DO",57
"8305","RM",9
"8306","RM",10
"8307","PE",23
"8308","OT",27
"8309","OT",26
"8310","DO",55
"8311","DM",44
"8312","RM",9
"8313","DM",48
"8314","NA",186
"8315","DS",140
"8316","DM",43
"8317","DM",42
"8318","OT",26
"8319","RM",10
"8320","PE",29
"8321","DO",50
"8322","DM",48
"8323","DO",48
"8324","OL",35
"8325","DM",50
"8326","DM",43
"8327","DS",142
"8328","DM",50
"8329","DM",50
"8330","DM",42
"8331","DM",44
"8332","DM",45
"8333","DM",46
"8334","DS",153
"8335","DM",41
"8336","DM",51
"8337","DM",45
"8338","PP",18
"8339","DM",42
"8340","DM",39
"8341","DM",45
"8342","DM",48
"8343","OL",37
"8344","DM",38
"8345","DM",47
"8346","DO",52
"8347","DO",33
"8348","DO",48
"8349","RM",10
"8350","DO",52
"8351","DO",32
"8352","DM",37
"8353","DO",50
"8354","NA",232
"8355","OL",35
"8356","DM",45
"8357","RM",10
"8358","DM",56
"8359","RM",11
"8360","DO",53
"8361","DM",45
"8362","RM",9
"8363","DO",59
"8364","RM",9
"8365","NA",144
"8366","PE",30
"8367","DM",47
"8368","DO",49
"8369","DM",45
"8370","DM",50
"8371","DM",48
"8372","DM",48
"8373","DS",145
"8374","DM",44
"8375","NA",176
"8376","DM",44
"8377","DM",37
"8378","DM",45
"8379","DS",128
"8380","OT",27
"8381","DM",44
"8382","PE",26
"8383","PE",29
"8384","DO",52
"8385","DO",53
"8386","DM",53
"8387","DS",25
"8388","DM",41
"8389","OL",12
"8390","OL",39
"8391","PF",8
"8392","OL",12
"8393","DO",54
"8394","DS",150
"8395","DS",95
"8396","NA",60
"8397","DM",50
"8398","DM",44
"8399","DM",47
"8400","DM",44
"8401","DM",46
"8402","NA",167
"8403","SH",68
"8404","PP",21
"8405","OL",38
"8406","DM",40
"8407","DM",45
"8408","DO",38
"8409","DO",53
"8410","OL",37
"8411","DO",41
"8412","DM",45
"8413","DM",49
"8414","DM",43
"8415","RM",12
"8416","DM",44
"8417","DO",54
"8418","OT",28
"8419","OT",30
"8420","DO",54
"8421","DO",58
"8422","NA",175
"8423","OT",27
"8424","DM",48
"8425","DM",24
"8426","DS",118
"8427","DS",138
"8428","NA",178
"8429","DM",39
"8430","DM",48
"8431","DO",51
"8432","DO",54
"8433","PE",25
"8434","OT",30
"8435","DM",48
"8436","DM",42
"8437","DM",50
"8438","DM",32
"8439","DS",135
"8440","DS",105
"8441","DM",45
"8442","DO",35
"8443","DO",50
"8444","DS",155
"8445","DM",44
"8446","DM",44
"8447","DM",50
"8448","PE",14
"8449","NA",178
"8450","DM",50
"8451","PP",20
"8452","DM",26
"8453","DM",39
"8454","NA",190
"8455","DM",47
"8456","DM",25
"8457","DM",42
"8458","PE",14
"8459","DO",53
"8460","DO",55
"8461","DO",43
"8462","DO",45
"8463","DM",45
"8464","DM",45
"8465","DM",55
"8466","DO",56
"8467","OT",29
"8468","DO",52
"8469","SH",96
"8470","NA",177
"8471","DO",59
"8472","DM",47
"8473","DS",118
"8474","DM",41
"8475","PE",14
"8476","PE",18
"8477","DO",51
"8478","NA",148
"8479","OL",37
"8480","DM",49
"8481","DS",135
"8482","OL",32
"8483","DM",46
"8484","DS",110
"8485","NA",172
"8486","DS",141
"8487","DM",45
"8488","DM",43
"8489","DO",40
"8490","DM",54
"8491","NA",100
"8492","DM",30
"8493","DM",49
"8494","DM",46
"8495","PE",26
"8496","DM",43
"8497","OL",35
"8498","DM",34
"8499","SH",99
"8500","PP",19
"8501","DM",38
"8502","DM",52
"8503","DM",28
"8504","DO",44
"8505","DO",46
"8506","DO",49
"8507","PE",19
"8508","DM",45
"8509","DM",48
"8510","DO",54
"8511","DM",52
"8512","NA",100
"8513","DM",49
"8514","DM",45
"8515","NA",195
"8516","DO",24
"8517","DO",59
"8518","DM",46
"8519","DS",97
"8520","PE",19
"8521","DM",42
"8522","OT",20
"8523","DM",42
"8524","DO",50
"8525","OT",38
"8526","DO",56
"8527","DM",50
"8528","DM",37
"8529","DS",145
"8530","NA",126
"8531","DM",45
"8532","DS",97
"8533","DM",48
"8534","DO",55
"8535","DM",43
"8536","DM",43
"8537","DS",160
"8538","DM",47
"8539","DM",39
"8540","PP",18
"8541","DM",37
"8542","DM",44
"8543","NA",137
"8544","OT",22
"8545","DM",45
"8546","OT",29
"8547","NA",133
"8548","DO",49
"8549","RM",11
"8550","DO",49
"8551","DM",44
"8552","DO",52
"8553","DM",45
"8554","DM",20
"8555","DM",45
"8556","NA",90
"8557","DM",32
"8558","DO",60
"8559","PE",16
"8560","OT",22
"8561","SH",62
"8562","DO",59
"8563","DM",45
"8564","DS",103
"8565","DM",24
"8566","NA",188
"8567","DM",40
"8568","DO",62
"8569","NA",132
"8570","PE",20
"8571","PE",29
"8572","DO",52
"8573","PE",17
"8574","DM",50
"8575","DS",140
"8576","DM",43
"8577","DS",114
"8578","PP",14
"8579","DS",157
"8580","OL",45
"8581","DM",42
"8582","DM",49
"8583","DM",41
"8584","DM",48
"8585","DM",39
"8586","PP",17
"8587","DM",40
"8588","DM",45
"8589","DM",49
"8590","DM",31
"8591","DO",52
"8592","NA",188
"8593","DO",54
"8594","DO",58
"8595","OL",35
"8596","DO",56
"8597","PE",28
"8598","PE",21
"8599","DM",27
"8600","DM",46
"8601","DM",44
"8602","DM",49
"8603","DO",55
"8604","DO",58
"8605","DO",51
"8606","DO",58
"8607","NA",158
"8608","RM",11
"8609","PE",19
"8610","OT",22
"8611","OT",18
"8612","DS",96
"8613","DM",48
"8614","DM",41
"8615","OT",24
"8616","DM",35
"8617","NA",161
"8618","DO",65
"8619","OT",21
"8620","DO",55
"8621","DM",39
"8622","DM",53
"8623","PP",15
"8624","DM",38
"8625","DM",44
"8626","OT",19
"8627","DM",48
"8628","DS",160
"8629","DM",48
"8630","DM",60
"8631","PE",14
"8632","PP",16
"8633","DM",46
"8634","OT",20
"8635","DM",47
"8636","DM",51
"8637","DO",54
"8638","DM",45
"8639","NA",94
"8640","DM",47
"8641","DM",53
"8642","NA",148
"8643","SH",79
"8644","DO",58
"8645","DS",103
"8646","DM",47
"8647","NA",170
"8648","DM",43
"8649","DO",62
"8650","DM",37
"8651","DM",53
"8652","DS",125
"8653","DM",47
"8654","DS",169
"8655","DM",47
"8656","DM",47
"8657","DM",54
"8658","DM",25
"8659","DM",27
"8660","DM",48
"8661","DM",39
"8662","DM",40
"8663","DM",35
"8664","DM",39
"8665","DM",50
"8666","OT",22
"8667","DO",54
"8668","DM",51
"8669","DO",55
"8670","DM",39
"8671","DM",50
"8672","DM",60
"8673","DM",54
"8674","DM",45
"8675","DO",49
"8676","DO",59
"8677","OT",27
"8678","PE",14
"8679","OT",21
"8680","DS",127
"8681","DM",49
"8682","OT",23
"8683","PE",21
"8684","OL",36
"8685","DO",48
"8686","PE",19
"8687","PE",21
"8688","OT",24
"8689","PE",24
"8690","DO",54
"8691","DM",27
"8692","DM",50
"8693","DM",49
"8694","DM",27
"8695","DM",39
"8696","DM",44
"8697","DS",126
"8698","OT",21
"8699","DM",45
"8700","DS",166
"8701","DM",52
"8702","DM",35
"8703","DM",45
"8704","DM",41
"8705","DM",39
"8706","RM",10
"8707","PE",22
"8708","PH",33
"8709","DM",38
"8710","PE",20
"8711","DM",43
"8712","DO",52
"8713","OL",24
"8714","OT",26
"8715","OL",25
"8716","DM",60
"8717","DM",51
"8718","DM",44
"8719","OL",40
"8720","RM",12
"8721","DM",36
"8722","DM",44
"8723","DM",44
"8724","OT",22
"8725","DO",60
"8726","PE",31
"8727","SH",60
"8728","OT",30
"8729","SH",70
"8730","NA",128
"8731","DM",46
"8732","DS",140
"8733","DS",106
"8734","RM",11
"8735","DO",56
"8736","PE",21
"8737","RM",10
"8738","DO",52
"8739","DO",61
"8740","NA",248
"8741","DM",28
"8742","DM",37
"8743","DM",51
"8744","DM",38
"8745","DS",145
"8746","DM",48
"8747","DM",42
"8748","OL",31
"8749","RM",11
"8750","RM",12
"8751","DS",163
"8752","DM",44
"8753","DM",46
"8754","DM",39
"8755","RM",8
"8756","DM",41
"8757","DM",42
"8758","DO",53
"8759","PE",22
"8760","RF",14
"8761","DM",41
"8762","RM",12
"8763","SH",58
"8764","RM",11
"8765","DM",41
"8766","RM",11
"8767","DM",41
"8768","NA",177
"8769","DO",52
"8770","DM",50
"8771","OL",29
"8772","OL",32
"8773","RF",13
"8774","RM",12
"8775","DM",41
"8776","RM",7
"8777","DM",48
"8778","DM",46
"8779","DM",47
"8780","DM",45
"8781","PE",23
"8782","OT",23
"8783","PE",20
"8784","DO",57
"8785","OT",27
"8786","PE",22
"8787","DM",43
"8788","DS",134
"8789","DS",113
"8790","DM",46
"8791","OL",42
"8792","PE",22
"8793","RM",12
"8794","DO",57
"8795","DO",57
"8796","DM",52
"8797","DM",36
"8798","DM",36
"8799","DS",141
"8800","DM",43
"8801","DM",49
"8802","RM",13
"8803","DS",159
"8804","OT",26
"8805","DM",51
"8806","DM",47
"8807","RM",12
"8808","DM",43
"8809","DM",49
"8810","DM",39
"8811","DM",43
"8812","DM",43
"8813","SH",73
"8814","DM",40
"8815","DM",42
"8816","RM",11
"8817","PE",19
"8818","RM",11
"8819","OL",30
"8820","DM",50
"8821","OL",29
"8822","PE",22
"8823","DM",41
"8824","PE",26
"8825","RM",13
"8826","DM",46
"8827","RM",12
"8828","RF",18
"8829","RM",9
"8830","DM",43
"8831","DM",43
"8832","DM",44
"8833","OL",37
"8834","OL",34
"8835","DM",47
"8836","PE",21
"8837","PE",19
"8838","DO",57
"8839","NA",177
"8840","SH",66
"8841","SH",64
"8842","PE",23
"8843","RM",10
"8844","OT",23
"8845","OT",24
"8846","OT",21
"8847","DM",45
"8848","RM",11
"8849","RM",9
"8850","RM",12
"8851","DO",56
"8852","DO",54
"8853","OT",24
"8854","OL",41
"8855","DM",50
"8856","DM",43
"8857","DM",44
"8858","RM",13
"8859","DM",40
"8860","OL",31
"8861","DM",48
"8862","RM",10
"8863","DM",42
"8864","DM",39
"8865","OT",23
"8866","DO",46
"8867","DM",47
"8868","DS",160
"8869","RM",10
"8870","RM",11
"8871","DM",47
"8872","DM",42
"8873","OL",27
"8874","RM",5
"8875","OL",30
"8876","DM",44
"8877","RM",11
"8878","PE",21
"8879","DM",48
"8880","DM",48
"8881","RM",10
"8882","DM",47
"8883","DM",46
"8884","SH",78
"8885","OL",29
"8886","PE",18
"8887","DM",44
"8888","RM",11
"8889","DM",37
"8890","DM",45
"8891","DO",53
"8892","PE",24
"8893","OL",27
"8894","NA",104
"8895","DO",53
"8896","DO",50
"8897","PE",17
"8898","PE",25
"8899","OL",35
"8900","DM",47
"8901","DO",51
"8902","RM",11
"8903","RF",13
"8904","DM",50
"8905","RM",10
"8906","RM",9
"8907","DM",47
"8908","RM",9
"8909","PE",21
"8910","PE",18
"8911","DO",54
"8912","PE",19
"8913","SH",61
"8914","DS",120
"8915","DS",134
"8916","OT",21
"8917","DM",44
"8918","OL",34
"8919","DO",70
"8920","RM",11
"8921","PE",25
"8922","DO",58
"8923","RM",14
"8924","DO",55
"8925","PE",25
"8926","RM",10
"8927","OL",42
"8928","NA",242
"8929","RM",12
"8930","DM",49
"8931","OL",34
"8932","DS",133
"8933","RM",12
"8934","DM",41
"8935","DM",46
"8936","DM",45
"8937","DS",93
"8938","DM",45
"8939","DM",47
"8940","DM",50
"8941","SH",90
"8942","RM",11
"8943","DM",48
"8944","RM",10
"8945","DM",47
"8946","DM",48
"8947","NA",123
"8948","NA",249
"8949","RM",11
"8950","OL",31
"8951","RM",12
"8952","OL",40
"8953","SH",81
"8954","PE",26
"8955","DM",47
"8956","DM",49
"8957","DM",49
"8958","PE",24
"8959","DM",47
"8960","PM",19
"8961","PM",22
"8962","PE",24
"8963","RM",11
"8964","NA",183
"8965","DO",60
"8966","SH",75
"8967","RM",12
"8968","RM",11
"8969","RM",10
"8970","DS",101
"8971","DS",135
"8972","DM",46
"8973","RM",11
"8974","DM",49
"8975","PE",21
"8976","DO",54
"8977","RM",10
"8978","OL",36
"8979","DM",29
"8980","DM",40
"8981","DM",46
"8982","DS",146
"8983","DM",45
"8984","RM",10
"8985","DM",40
"8986","PP",15
"8987","DM",49
"8988","DS",107
"8989","DM",43
"8990","DM",48
"8991","DM",46
"8992","DM",49
"8993","PE",22
"8994","RM",10
"8995","DM",47
"8996","RM",14
"8997","DM",46
"8998","NA",137
"8999","SH",82
"9000","DO",53
"9001","RM",9
"9002","OL",38
"9003","DM",48
"9004","OL",33
"9005","RF",12
"9006","RM",10
"9007","PE",20
"9008","DM",48
"9009","NA",103
"9010","SH",102
"9011","NA",106
"9012","RM",12
"9013","DO",49
"9014","OT",27
"9015","RM",9
"9016","DS",137
"9017","DM",51
"9018","DM",48
"9019","DS",115
"9020","DM",53
"9021","DO",42
"9022","DO",56
"9023","DM",41
"9024","DM",39
"9025","DM",34
"9026","DM",40
"9027","DM",24
"9028","DS",108
"9029","DM",43
"9030","DM",55
"9031","DM",26
"9032","DM",45
"9033","DM",47
"9034","DM",48
"9035","DM",48
"9036","OL",38
"9037","DM",47
"9038","SH",89
"9039","RM",11
"9040","DM",39
"9041","DO",56
"9042","OL",39
"9043","DM",50
"9044","DM",29
"9045","DM",44
"9046","DM",35
"9047","RM",10
"9048","DM",34
"9049","NA",78
"9050","RM",10
"9051","DO",56
"9052","PE",20
"9053","NA",88
"9054","OT",34
"9055","SH",26
"9056","DO",47
"9057","NA",85
"9058","DM",42
"9059","DS",134
"9060","DM",47
"9061","DS",108
"9062","DM",48
"9063","DO",44
"9064","DO",54
"9065","DM",46
"9066","DM",25
"9067","DM",37
"9068","DM",36
"9069","DM",42
"9070","DM",37
"9071","DM",34
"9072","DS",113
"9073","DM",41
"9074","DM",46
"9075","DM",47
"9076","DM",38
"9077","DM",44
"9078","RM",10
"9079","DM",45
"9080","NA",57
"9081","NA",126
"9082","RF",12
"9083","DM",47
"9084","DM",51
"9085","DM",45
"9086","NA",104
"9087","PE",18
"9088","DM",40
"9089","DM",41
"9090","DO",49
"9091","RM",11
"9092","RM",10
"9093","DO",58
"9094","RM",7
"9095","SH",32
"9096","RM",10
"9097","DM",52
"9098","DM",46
"9099","DS",130
"9100","PE",23
"9101","PE",21
"9102","DS",113
"9103","DO",43
"9104","DM",46
"9105","SH",82
"9106","DO",58
"9107","DM",43
"9108","DM",23
"9109","DM",42
"9110","DM",51
"9111","DS",102
"9112","DM",46
"9113","DM",45
"9114","DM",32
"9115","OL",18
"9116","DM",48
"9117","DM",30
"9118","DO",52
"9119","PP",16
"9120","OT",14
"9121","DM",47
"9122","RF",15
"9123","DM",48
"9124","RF",14
"9125","DM",44
"9126","DM",41
"9127","DM",46
"9128","NA",116
"9129","DO",47
"9130","RM",11
"9131","NA",84
"9132","RM",10
"9133","NA",73
"9134","OT",22
"9135","SH",51
"9136","DM",44
"9137","DS",119
"9138","PE",19
"9139","DO",48
"9140","DM",51
"9141","RF",16
"9142","DO",58
"9143","PP",17
"9144","NA",97
"9145","OT",22
"9146","DO",43
"9147","DM",28
"9148","DM",44
"9149","DM",40
"9150","DM",47
"9151","DM",47
"9152","DM",45
"9153","DM",44
"9154","DM",51
"9155","DM",23
"9156","DM",46
"9157","DM",48
"9158","DM",36
"9159","DO",42
"9160","DO",42
"9161","DM",49
"9162","RM",8
"9163","OT",18
"9164","PE",22
"9165","DM",49
"9166","DO",52
"9167","PE",14
"9168","DM",52
"9169","DM",41
"9170","DM",43
"9171","DM",47
"9172","DM",47
"9173","NA",151
"9174","OT",31
"9175","DM",50
"9176","DM",42
"9177","OT",22
"9178","DM",40
"9179","DM",51
"9180","DS",102
"9181","DO",45
"9182","DO",56
"9183","DM",40
"9184","DM",47
"9185","DM",40
"9186","DM",46
"9187","DM",49
"9188","DM",55
"9189","PP",15
"9190","DM",42
"9191","PP",13
"9192","OL",27
"9193","DM",44
"9194","DO",37
"9195","DM",42
"9196","DM",48
"9197","OT",22
"9198","DO",51
"9199","OT",22
"9200","PE",23
"9201","OT",29
"9202","DM",49
"9203","DO",54
"9204","DM",50
"9205","DM",46
"9206","DM",43
"9207","DO",45
"9208","DO",66
"9209","OT",24
"9210","DO",23
"9211","NA",118
"9212","DM",58
"9213","DM",36
"9214","DS",121
"9215","DO",46
"9216","PE",21
"9217","DO",58
"9218","SH",140
"9219","DM",39
"9220","DM",46
"9221","PF",9
"9222","DM",35
"9223","DS",126
"9224","DM",47
"9225","DM",45
"9226","DM",25
"9227","DM",47
"9228","DM",47
"9229","DM",43
"9230","OL",36
"9231","DM",25
"9232","OT",28
"9233","DO",43
"9234","DM",45
"9235","DM",48
"9236","OT",25
"9237","PE",15
"9238","SH",38
"9239","DM",47
"9240","DM",36
"9241","DM",50
"9242","NA",185
"9243","PP",15
"9244","PE",20
"9245","DM",49
"9246","OT",26
"9247","DM",53
"9248","DM",48
"9249","DM",43
"9250","DO",53
"9251","DO",50
"9252","OT",22
"9253","RM",8
"9254","DO",48
"9255","DO",56
"9256","NA",149
"9257","DM",50
"9258","DM",52
"9259","PE",23
"9260","DS",115
"9261","DM",39
"9262","PE",20
"9263","DO",46
"9264","PE",23
"9265","SH",42
"9266","OT",22
"9267","OT",23
"9268","PE",25
"9269","DO",59
"9270","PP",15
"9271","PF",8
"9272","DM",48
"9273","DM",47
"9274","DM",35
"9275","DS",115
"9276","DM",44
"9277","DM",48
"9278","OT",18
"9279","DM",39
"9280","OL",20
"9281","OL",33
"9282","OL",20
"9283","DM",46
"9284","OL",19
"9285","DM",45
"9286","DM",46
"9287","DM",50
"9288","OL",33
"9289","DO",53
"9290","SF",46
"9291","DM",53
"9292","OT",25
"9293","DM",45
"9294","RM",10
"9295","PE",18
"9296","PP",15
"9297","NA",190
"9298","RF",17
"9299","OT",32
"9300","OT",27
"9301","DO",56
"9302","DO",49
"9303","OT",24
"9304","DM",41
"9305","DM",46
"9306","RM",9
"9307","DM",43
"9308","DM",43
"9309","RM",11
"9310","DO",48
"9311","DO",50
"9312","RM",10
"9313","DO",45
"9314","DO",55
"9315","DM",38
"9316","NA",157
"9317","DO",55
"9318","DM",50
"9319","PH",29
"9320","DS",115
"9321","PE",17
"9322","DM",50
"9323","PE",20
"9324","DO",49
"9325","DO",62
"9326","PE",25
"9327","OT",22
"9328","RM",9
"9329","DM",39
"9330","DM",43
"9331","DM",43
"9332","DM",44
"9333","DM",25
"9334","DM",43
"9335","DM",27
"9336","DM",34
"9337","DM",46
"9338","DS",123
"9339","DM",31
"9340","RM",6
"9341","RM",8
"9342","DM",47
"9343","DM",46
"9344","DM",47
"9345","DM",47
"9346","DM",50
"9347","DO",45
"9348","DO",51
"9349","DM",42
"9350","SF",47
"9351","RM",10
"9352","DO",52
"9353","RM",10
"9354","DM",35
"9355","DM",46
"9356","DM",47
"9357","DM",50
"9358","RM",8
"9359","DO",47
"9360","SF",82
"9361","OT",24
"9362","RF",15
"9363","RM",10
"9364","DO",55
"9365","OT",28
"9366","RM",10
"9367","DO",56
"9368","DM",40
"9369","DM",51
"9370","PE",14
"9371","RM",10
"9372","DO",47
"9373","DO",40
"9374","PE",21
"9375","DO",47
"9376","RM",12
"9377","DO",50
"9378","DM",43
"9379","RM",10
"9380","RM",13
"9381","NA",158
"9382","PE",21
"9383","DM",47
"9384","DS",110
"9385","DM",52
"9386","PH",32
"9387","PE",22
"9388","DO",61
"9389","OT",23
"9390","DO",43
"9391","DM",44
"9392","DM",49
"9393","DM",34
"9394","DM",42
"9395","DM",34
"9396","DM",50
"9397","DM",43
"9398","DM",39
"9399","DM",36
"9400","DM",44
"9401","DS",126
"9402","DM",48
"9403","DM",38
"9404","DM",49
"9405","DM",47
"9406","DO",45
"9407","DM",57
"9408","DO",41
"9409","DO",38
"9410","DM",46
"9411","DM",40
"9412","DM",50
"9413","RM",10
"9414","SF",35
"9415","SF",44
"9416","OT",23
"9417","DO",53
"9418","OT",24
"9419","SF",75
"9420","RM",11
"9421","DO",57
"9422","OT",28
"9423","DO",52
"9424","DM",50
"9425","DO",55
"9426","DO",47
"9427","NA",165
"9428","RM",11
"9429","PE",24
"9430","DO",49
"9431","DM",52
"9432","DO",30
"9433","DO",29
"9434","DO",60
"9435","PE",20
"9436","DM",46
"9437","DM",48
"9438","DM",42
"9439","DM",41
"9440","DM",38
"9441","DM",40
"9442","DM",38
"9443","DM",40
"9444","DM",41
"9445","DS",132
"9446","DM",49
"9447","DM",39
"9448","DM",48
"9449","DM",35
"9450","DM",47
"9451","DM",50
"9452","DM",36
"9453","DO",58
"9454","DO",50
"9455","DM",49
"9456","DO",41
"9457","DM",51
"9458","DM",40
"9459","SF",48
"9460","NA",197
"9461","RM",10
"9462","OT",22
"9463","DO",55
"9464","DO",50
"9465","DM",52
"9466","DM",48
"9467","RM",9
"9468","DO",54
"9469","DM",30
"9470","RM",10
"9471","DO",52
"9472","DM",52
"9473","DM",43
"9474","PH",33
"9475","OT",21
"9476","DO",36
"9477","DO",62
"9478","NA",218
"9479","DM",43
"9480","DM",40
"9481","DM",49
"9482","DM",42
"9483","DM",40
"9484","DM",37
"9485","DM",47
"9486","DM",30
"9487","DS",132
"9488","DM",49
"9489","DM",49
"9490","DM",41
"9491","DM",41
"9492","DM",50
"9493","DM",38
"9494","DM",46
"9495","DO",42
"9496","DO",52
"9497","DM",40
"9498","DM",29
"9499","DO",48
"9500","OT",23
"9501","DO",50
"9502","DM",47
"9503","DM",50
"9504","DO",42
"9505","DM",39
"9506","DM",54
"9507","DM",46
"9508","RM",10
"9509","DO",27
"9510","SF",81
"9511","DO",59
"9512","SF",48
"9513","NA",194
"9514","OT",24
"9515","PE",23
"9516","RM",10
"9517","OL",33
"9518","SF",36
"9519","DO",29
"9520","RM",9
"9521","DM",54
"9522","DM",48
"9523","DO",55
"9524","DM",37
"9525","DM",43
"9526","RM",9
"9527","DO",55
"9528","DO",54
"9529","RM",10
"9530","NA",169
"9531","PH",33
"9532","DM",53
"9533","DM",46
"9534","DM",50
"9535","DO",48
"9536","SH",69
"9537","DM",43
"9538","DO",54
"9539","DO",58
"9540","DM",45
"9541","DM",45
"9542","DM",25
"9543","DM",25
"9544","DM",44
"9545","DM",48
"9546","DM",24
"9547","DM",41
"9548","DS",126
"9549","DM",43
"9550","DM",48
"9551","DM",44
"9552","DM",46
"9553","DM",43
"9554","RM",11
"9555","DO",43
"9556","DO",46
"9557","DO",50
"9558","DM",56
"9559","DM",51
"9560","DM",39
"9561","OL",37
"9562","DO",52
"9563","DO",45
"9564","PE",21
"9565","DO",50
"9566","RM",10
"9567","DM",52
"9568","DM",52
"9569","DM",44
"9570","DM",46
"9571","DM",41
"9572","RM",10
"9573","SF",52
"9574","SF",58
"9575","RM",11
"9576","DO",35
"9577","OT",24
"9578","OT",23
"9579","RM",10
"9580","DM",41
"9581","DM",43
"9582","DM",43
"9583","OT",23
"9584","PE",21
"9585","DO",44
"9586","DO",55
"9587","NA",170
"9588","DO",56
"9589","RM",9
"9590","DM",21
"9591","DM",39
"9592","PH",34
"9593","DS",134
"9594","DO",45
"9595","DO",58
"9596","RM",8
"9597","DM",43
"9598","DM",39
"9599","DM",53
"9600","DM",41
"9601","DM",47
"9602","DM",34
"9603","DM",44
"9604","DS",125
"9605","DM",47
"9606","DM",46
"9607","DM",39
"9608","DM",40
"9609","DM",18
"9610","DM",50
"9611","DM",49
"9612","DO",28
"9613","DO",54
"9614","DO",54
"9615","SF",47
"9616","SF",54
"9617","DM",50
"9618","DO",45
"9619","DO",56
"9620","DM",50
"9621","DM",43
"9622","DM",50
"9623","DM",53
"9624","NA",122
"9625","DO",43
"9626","OL",31
"9627","OT",27
"9628","OT",25
"9629","DM",40
"9630","DM",24
"9631","DM",44
"9632","DM",26
"9633","DO",52
"9634","DO",48
"9635","DM",48
"9636","DO",44
"9637","NA",158
"9638","DO",54
"9639","DM",49
"9640","DM",43
"9641","PH",34
"9642","DO",49
"9643","DO",58
"9644","OT",25
"9645","DM",43
"9646","DM",41
"9647","DM",27
"9648","DM",40
"9649","DS",116
"9650","DM",22
"9651","DM",52
"9652","DM",46
"9653","DM",32
"9654","DM",42
"9655","DM",50
"9656","DM",42
"9657","DM",30
"9658","DM",45
"9659","DO",49
"9660","DO",35
"9661","DM",43
"9662","DO",51
"9663","DO",47
"9664","DM",50
"9665","DM",49
"9666","DM",49
"9667","DM",48
"9668","DM",23
"9669","DM",43
"9670","DM",48
"9671","OT",24
"9672","DO",48
"9673","DM",45
"9674","DM",41
"9675","DM",30
"9676","DM",44
"9677","DM",31
"9678","DO",54
"9679","DO",41
"9680","NA",104
"9681","DO",54
"9682","PH",34
"9683","DM",50
"9684","DO",42
"9685","DO",48
"9686","DM",42
"9687","DM",25
"9688","DM",40
"9689","DM",35
"9690","DM",40
"9691","DM",40
"9692","DM",42
"9693","DM",48
"9694","DM",19
"9695","DS",124
"9696","DM",37
"9697","DM",43
"9698","DO",46
"9699","DO",50
"9700","DO",51
"9701","DM",48
"9702","DM",51
"9703","DM",44
"9704","DM",20
"9705","DM",42
"9706","DO",40
"9707","OT",27
"9708","DO",47
"9709","DM",43
"9710","DM",19
"9711","DM",18
"9712","DM",43
"9713","DM",16
"9714","DM",33
"9715","DO",53
"9716","DO",60
"9717","DO",49
"9718","DO",55
"9719","DS",128
"9720","DM",35
"9721","DM",46
"9722","DO",54
"9723","DM",46
"9724","DM",24
"9725","DM",38
"9726","DM",19
"9727","DM",43
"9728","DM",49
"9729","DS",134
"9730","DM",31
"9731","DM",40
"9732","DM",30
"9733","OT",14
"9734","DM",44
"9735","DM",42
"9736","DM",27
"9737","DM",50
"9738","DM",44
"9739","DM",50
"9740","DO",58
"9741","DO",33
"9742","OL",27
"9743","DM",33
"9744","DM",42
