"","species","wgt"
"5497","OT",21
"5498","OT",21
"5499","RM",15
"5500","NA",109
"5501","RM",14
"5502","DM",48
"5503","DM",38
"5504","NA",143
"5505","DM",38
"5506","PP",15
"5507","DO",52
"5508","DM",40
"5509","DM",28
"5510","DO",47
"5511","DM",40
"5512","DM",47
"5513","DM",40
"5514","DM",38
"5515","DM",49
"5516","OL",38
"5517","DM",37
"5518","DM",35
"5519","DM",36
"5520","PP",17
"5521","OT",23
"5522","PE",18
"5523","DO",40
"5524","DO",65
"5525","DM",44
"5526","DM",33
"5527","DM",35
"5528","DM",43
"5529","DS",130
"5530","DM",41
"5531","DM",38
"5532","DM",46
"5533","DM",38
"5534","DO",40
"5535","DS",90
"5536","DM",39
"5537","DM",39
"5538","DM",40
"5539","DM",40
"5540","NA",146
"5541","OL",28
"5542","DM",40
"5543","DM",34
"5544","DM",45
"5545","DM",41
"5546","DO",46
"5547","OL",40
"5548","DM",39
"5549","DM",42
"5550","OL",43
"5551","DM",40
"5552","DM",44
"5553","DM",29
"5554","DM",44
"5555","DM",25
"5556","DM",41
"5557","NA",140
"5558","DO",54
"5559","NA",127
"5560","DM",49
"5561","OT",25
"5562","DM",41
"5563","DO",47
"5564","NA",147
"5565","DM",39
"5566","DS",115
"5567","PP",15
"5568","DM",39
"5569","DM",38
"5570","DM",33
"5571","DM",42
"5572","DM",38
"5573","DM",40
"5574","DO",43
"5575","DO",49
"5576","NA",126
"5577","DM",38
"5578","DM",40
"5579","DM",44
"5580","PP",12
"5581","DM",38
"5582","OL",15
"5583","DO",46
"5584","DO",26
"5585","DS",138
"5586","DO",46
"5587","DO",46
"5588","DM",40
"5589","DM",39
"5590","DM",35
"5591","DO",48
"5592","DO",46
"5593","OL",30
"5594","DM",40
"5595","DM",22
"5596","DM",40
"5597","DM",42
"5598","DS",98
"5599","DM",33
"5600","DO",46
"5601","DM",36
"5602","DM",42
"5603","DM",39
"5604","DM",39
"5605","DO",36
"5606","OL",26
"5607","DM",39
"5608","DM",41
"5609","DM",42
"5610","RM",20
"5611","OL",30
"5612","DM",40
"5613","DM",42
"5614","DM",37
"5615","DM",40
"5616","OL",30
"5617","DM",41
"5618","DM",44
"5619","DM",39
"5620","DM",35
"5621","DM",42
"5622","DM",42
"5623","DM",35
"5624","NA",152
"5625","OT",24
"5626","DO",52
"5627","NA",135
"5628","DM",47
"5629","OL",28
"5630","DM",39
"5631","DO",44
"5632","OT",25
"5633","DM",38
"5634","DM",37
"5635","DM",47
"5636","DM",48
"5637","DM",47
"5638","DM",36
"5639","OT",25
"5640","DO",56
"5641","DM",45
"5642","DM",51
"5643","DO",51
"5644","DM",36
"5645","DM",34
"5646","PE",20
"5647","PE",20
"5648","DO",45
"5649","OT",21
"5650","DM",33
"5651","DO",38
"5652","DM",35
"5653","DM",33
"5654","DM",44
"5655","DO",61
"5656","DM",46
"5657","DO",60
"5658","DO",51
"5659","DS",142
"5660","DO",40
"5661","DM",35
"5662","DO",42
"5663","DM",38
"5664","DO",35
"5665","OT",19
"5666","PM",14
"5667","OT",16
"5668","DM",34
"5669","DM",35
"5670","DM",45
"5671","DM",46
"5672","DO",54
"5673","DM",45
"5674","DM",44
"5675","DM",46
"5676","DM",54
"5677","OL",34
"5678","DM",33
"5679","DM",30
"5680","DM",33
"5681","OL",46
"5682","DM",51
"5683","DM",41
"5684","DO",64
"5685","DM",52
"5686","OL",45
"5687","DM",51
"5688","DM",48
"5689","DO",50
"5690","DM",40
"5691","DO",48
"5692","DM",37
"5693","DM",38
"5694","DO",39
"5695","DM",30
"5696","DM",36
"5697","DM",39
"5698","DO",48
"5699","DM",38
"5700","DS",147
"5701","DM",40
"5702","DM",37
"5703","DM",30
"5704","DM",44
"5705","DS",106
"5706","DM",33
"5707","DM",35
"5708","DO",48
"5709","DO",44
"5710","DM",36
"5711","DM",33
"5712","DM",36
"5713","DO",37
"5714","DM",33
"5715","DM",44
"5716","DO",48
"5717","DM",35
"5718","DM",38
"5719","DM",45
"5720","DM",32
"5721","OL",32
"5722","DM",37
"5723","DO",44
"5724","DO",44
"5725","OT",23
"5726","OL",31
"5727","DO",43
"5728","DM",27
"5729","OT",20
"5730","DO",34
"5731","DO",39
"5732","DO",39
"5733","DM",37
"5734","OT",22
"5735","DO",41
"5736","DO",43
"5737","DM",36
"5738","DM",38
"5739","DO",55
"5740","DO",48
"5741","DO",50
"5742","DO",52
"5743","DO",32
"5744","DM",33
"5745","PM",16
"5746","DM",39
"5747","DM",43
"5748","DO",40
"5749","DO",48
"5750","PE",12
"5751","DM",30
"5752","DO",41
"5753","DM",33
"5754","OT",20
"5755","DO",48
"5756","DM",30
"5757","DM",35
"5758","DM",36
"5759","DM",36
"5760","DM",32
"5761","DM",30
"5762","DM",30
"5763","DM",45
"5764","OL",45
"5765","PM",22
"5766","OL",32
"5767","DM",39
"5768","OT",16
"5769","OT",18
"5770","DO",51
"5771","DM",40
"5772","RM",4
"5773","OL",19
"5774","DM",39
"5775","DM",43
"5776","DM",37
"5777","DM",38
"5778","DO",55
"5779","OL",31
"5780","OT",20
"5781","DM",37
"5782","DO",30
"5783","DO",41
"5784","DM",42
"5785","DM",36
"5786","DO",51
"5787","DO",46
"5788","DM",34
"5789","DO",59
"5790","DM",37
"5791","DM",39
"5792","OL",26
"5793","PE",16
"5794","DM",39
"5795","DM",37
"5796","DM",42
"5797","PM",19
"5798","PE",18
"5799","DM",44
"5800","DM",37
"5801","DO",43
"5802","DM",36
"5803","DM",33
"5804","DM",35
"5805","DM",36
"5806","OL",36
"5807","DM",33
"5808","OL",31
"5809","DM",38
"5810","DM",33
"5811","DM",39
"5812","DO",52
"5813","DM",30
"5814","DM",49
"5815","OL",32
"5816","DO",53
"5817","DO",40
"5818","DO",42
"5819","DO",47
"5820","DO",43
"5821","DM",39
"5822","PE",23
"5823","DO",45
"5824","DS",150
"5825","DM",41
"5826","DS",120
"5827","DS",81
"5828","DM",40
"5829","DO",51
"5830","DO",36
"5831","OT",10
"5832","OL",43
"5833","DM",41
"5834","OT",19
"5835","OL",33
"5836","DM",32
"5837","OL",30
"5838","PE",40
"5839","OL",45
"5840","DO",40
"5841","DM",38
"5842","DO",41
"5843","DM",41
"5844","DM",38
"5845","DO",47
"5846","DM",45
"5847","DM",33
"5848","DM",39
"5849","DM",33
"5850","DM",33
"5851","DM",38
"5852","DM",42
"5853","OL",34
"5854","OL",35
"5855","DM",36
"5856","DM",42
"5857","DM",40
"5858","DO",43
"5859","DM",43
"5860","DM",33
"5861","DS",104
"5862","DO",49
"5863","DM",37
"5864","DO",37
"5865","DO",37
"5866","DM",41
"5867","DM",40
"5868","OL",32
"5869","DM",38
"5870","DO",12
"5871","DO",41
"5872","OL",33
"5873","DM",43
"5874","DM",39
"5875","DO",46
"5876","DO",40
"5877","DM",33
"5878","DO",45
"5879","DM",40
"5880","DM",39
"5881","OL",26
"5882","DM",43
"5883","DM",37
"5884","DM",41
"5885","DM",33
"5886","DM",46
"5887","OL",31
"5888","DM",50
"5889","DO",42
"5890","DO",47
"5891","DO",45
"5892","DO",46
"5893","DM",45
"5894","DM",33
"5895","PE",15
"5896","DO",48
"5897","DS",154
"5898","DO",37
"5899","DM",50
"5900","DM",43
"5901","DS",125
"5902","DS",96
"5903","DM",43
"5904","DM",42
"5905","DM",40
"5906","RM",5
"5907","OL",24
"5908","DM",43
"5909","DO",50
"5910","DM",47
"5911","OT",20
"5912","DO",54
"5913","OL",38
"5914","DM",43
"5915","DM",38
"5916","DM",40
"5917","DM",39
"5918","DM",40
"5919","DM",42
"5920","OL",34
"5921","DM",47
"5922","DO",20
"5923","DM",42
"5924","OL",35
"5925","DM",34
"5926","DM",43
"5927","PM",21
"5928","DO",43
"5929","OL",44
"5930","OT",17
"5931","OT",22
"5932","DS",107
"5933","DS",157
"5934","DM",33
"5935","DM",40
"5936","DM",39
"5937","DM",17
"5938","DS",111
"5939","DO",47
"5940","DM",38
"5941","DO",47
"5942","DM",27
"5943","DM",40
"5944","DO",60
"5945","DO",51
"5946","DO",29
"5947","DO",46
"5948","DS",131
"5949","DS",86
"5950","DO",44
"5951","DS",118
"5952","DM",33
"5953","DM",41
"5954","DM",43
"5955","DO",58
"5956","OL",34
"5957","DM",40
"5958","PP",13
"5959","DM",46
"5960","DM",34
"5961","DM",33
"5962","DM",46
"5963","DS",139
"5964","DM",37
"5965","OL",35
"5966","DM",49
"5967","OT",19
"5968","DM",34
"5969","DM",40
"5970","DM",42
"5971","DO",45
"5972","DO",50
"5973","DM",44
"5974","PE",14
"5975","DM",46
"5976","NA",136
"5977","DM",35
"5978","DM",44
"5979","DO",44
"5980","DS",76
"5981","DS",120
"5982","DS",123
"5983","DS",157
"5984","DO",50
"5985","DM",42
"5986","DS",84
"5987","DO",54
"5988","DM",15
"5989","DM",40
"5990","DO",52
"5991","DM",30
"5992","DM",43
"5993","DM",37
"5994","OL",40
"5995","DM",40
"5996","DS",69
"5997","DO",50
"5998","DO",40
"5999","DO",51
"6000","DM",46
"6001","DS",95
"6002","DO",30
"6003","DS",128
"6004","DO",53
"6005","DM",39
"6006","DS",115
"6007","DM",44
"6008","DM",47
"6009","DM",40
"6010","DM",47
"6011","DM",40
"6012","NA",166
"6013","DO",41
"6014","DM",46
"6015","DM",53
"6016","NA",183
"6017","DM",42
"6018","DM",32
"6019","DM",27
"6020","DM",36
"6021","DM",44
"6022","DS",126
"6023","DM",51
"6024","DM",42
"6025","DM",41
"6026","DO",51
"6027","DM",40
"6028","DM",47
"6029","DM",45
"6030","DS",85
"6031","PE",28
"6032","DM",34
"6033","DM",48
"6034","DM",39
"6035","DO",45
"6036","DM",40
"6037","DS",113
"6038","DS",138
"6039","DS",166
"6040","DM",40
"6041","DM",41
"6042","DO",47
"6043","DM",17
"6044","DM",37
"6045","DS",106
"6046","NA",91
"6047","DM",32
"6048","DO",56
"6049","NA",186
"6050","DM",36
"6051","DM",33
"6052","NA",174
"6053","DS",119
"6054","DM",43
"6055","DM",45
"6056","DM",46
"6057","DS",94
"6058","DO",54
"6059","DO",44
"6060","DO",34
"6061","DS",132
"6062","DM",44
"6063","DM",44
"6064","DM",42
"6065","DS",137
"6066","DM",42
"6067","NA",124
"6068","PE",23
"6069","DM",40
"6070","OT",11
"6071","DM",42
"6072","DO",45
"6073","DM",50
"6074","DM",47
"6075","DM",44
"6076","DM",26
"6077","DM",40
"6078","NA",170
"6079","NA",125
"6080","DM",46
"6081","DO",46
"6082","DS",140
"6083","DM",49
"6084","OL",56
"6085","DM",50
"6086","DM",43
"6087","NA",123
"6088","DM",44
"6089","DM",31
"6090","DO",51
"6091","OT",20
"6092","DO",50
"6093","OL",18
"6094","NA",177
"6095","DM",50
"6096","DM",45
"6097","DM",34
"6098","NA",111
"6099","DM",40
"6100","DM",37
"6101","PE",20
"6102","DO",48
"6103","DS",129
"6104","DS",150
"6105","DS",140
"6106","DO",54
"6107","DO",44
"6108","DM",48
"6109","DM",24
"6110","DO",33
"6111","DO",50
"6112","DM",38
"6113","NA",106
"6114","DO",51
"6115","DM",49
"6116","DM",18
"6117","DM",45
"6118","PP",15
"6119","DS",121
"6120","DS",98
"6121","DO",56
"6122","DO",42
"6123","DM",46
"6124","DM",49
"6125","DM",43
"6126","DM",47
"6127","DM",41
"6128","DM",44
"6129","DM",49
"6130","OT",29
"6131","DM",46
"6132","DM",50
"6133","NA",181
"6134","DO",46
"6135","DM",34
"6136","DM",46
"6137","DM",42
"6138","DM",44
"6139","DO",47
"6140","DS",130
"6141","DM",39
"6142","DM",46
"6143","DM",50
"6144","DM",52
"6145","DM",49
"6146","OL",35
"6147","OL",35
"6148","NA",101
"6149","DM",46
"6150","DM",38
"6151","DM",34
"6152","DO",50
"6153","DO",51
"6154","NA",165
"6155","DM",44
"6156","DM",50
"6157","OL",28
"6158","DM",46
"6159","DM",25
"6160","DM",46
"6161","DO",62
"6162","DM",40
"6163","DO",55
"6164","NA",139
"6165","DO",52
"6166","NA",131
"6167","PP",16
"6168","DM",43
"6169","DM",48
"6170","PP",20
"6171","NA",113
"6172","DM",40
"6173","DS",135
"6174","DM",50
"6175","DS",152
"6176","DM",46
"6177","DM",59
"6178","DM",41
"6179","OT",22
"6180","DM",42
"6181","DM",52
"6182","DS",117
"6183","OL",28
"6184","PP",17
"6185","DO",57
"6186","PE",22
"6187","DO",49
"6188","PP",15
"6189","DO",37
"6190","DS",130
"6191","OT",24
"6192","DM",39
"6193","DM",48
"6194","DM",52
"6195","DM",52
"6196","OT",25
"6197","DS",125
"6198","DM",44
"6199","DM",50
"6200","DS",136
"6201","DM",43
"6202","DM",43
"6203","DM",46
"6204","DM",36
"6205","PP",16
"6206","DO",50
"6207","DM",53
"6208","PE",38
"6209","DM",43
"6210","RM",10
"6211","DO",40
"6212","DM",40
"6213","NA",155
"6214","OT",24
"6215","DO",51
"6216","OT",26
"6217","DM",43
"6218","DM",48
"6219","DM",40
"6220","DM",53
"6221","DM",38
"6222","DO",44
"6223","DM",46
"6224","DM",49
"6225","OL",32
"6226","DM",56
"6227","OL",38
"6228","DM",50
"6229","DM",48
"6230","DM",50
"6231","DM",41
"6232","DM",38
"6233","DO",59
"6234","DO",54
"6235","NA",168
"6236","DM",39
"6237","DM",54
"6238","DM",40
"6239","DM",46
"6240","NA",162
"6241","PP",16
"6242","DM",44
"6243","PP",20
"6244","DS",126
"6245","DM",39
"6246","DS",145
"6247","DS",138
"6248","DS",152
"6249","DM",47
"6250","DM",42
"6251","DM",48
"6252","OL",25
"6253","DM",40
"6254","NA",136
"6255","OL",35
"6256","OT",28
"6257","NA",148
"6258","DO",52
"6259","OT",20
"6260","OT",26
"6261","DS",123
"6262","DM",45
"6263","OL",37
"6264","OT",30
"6265","DS",123
"6266","DM",41
"6267","OL",36
"6268","DO",39
"6269","OL",20
"6270","PE",18
"6271","DO",45
"6272","DO",48
"6273","DM",38
"6274","DS",136
"6275","OT",26
"6276","DM",48
"6277","DS",125
"6278","DM",44
"6279","OL",35
"6280","DM",41
"6281","DM",51
"6282","DM",42
"6283","DM",36
"6284","DM",44
"6285","DO",46
"6286","DS",119
"6287","DM",40
"6288","DS",102
"6289","PE",18
"6290","DO",58
"6291","DO",59
"6292","DO",49
"6293","PE",18
"6294","DM",50
"6295","DM",42
"6296","DM",42
"6297","OT",23
"6298","PE",19
"6299","DM",46
"6300","NA",178
"6301","DO",50
"6302","OT",26
"6303","DM",23
"6304","OT",23
"6305","DM",42
"6306","DM",37
"6307","DM",41
"6308","DM",49
"6309","DO",42
"6310","DM",45
"6311","DM",44
"6312","DS",128
"6313","DM",45
"6314","DM",51
"6315","OL",42
"6316","OT",22
"6317","NA",119
"6318","OL",37
"6319","DM",47
"6320","DM",44
"6321","DM",36
"6322","DM",40
"6323","DO",55
"6324","DO",50
"6325","NA",162
"6326","DM",42
"6327","DM",48
"6328","DM",46
"6329","DM",42
"6330","PP",9
"6331","PP",15
"6332","DM",40
"6333","DS",122
"6334","DM",43
"6335","DM",41
"6336","DM",40
"6337","DM",44
"6338","DS",125
"6339","DM",47
"6340","OT",21
"6341","DM",43
"6342","DM",46
"6343","DM",46
"6344","DM",46
"6345","PE",20
"6346","PE",22
"6347","OL",37
"6348","DM",39
"6349","DM",41
"6350","DO",48
"6351","DS",120
"6352","OL",30
"6353","DS",130
"6354","DS",120
"6355","DM",38
"6356","DO",51
"6357","DO",50
"6358","DO",50
"6359","DM",37
"6360","DO",46
"6361","DS",142
"6362","DS",126
"6363","DM",43
"6364","DM",41
"6365","DM",40
"6366","DM",37
"6367","DM",47
"6368","DS",132
"6369","DM",43
"6370","DM",42
"6371","DM",42
"6372","DM",41
"6373","PE",19
"6374","PE",20
"6375","OT",25
"6376","DO",53
"6377","DO",51
"6378","DS",108
"6379","DM",41
"6380","DM",43
"6381","DM",46
"6382","RM",9
"6383","DO",45
"6384","DM",40
"6385","OT",21
"6386","DM",38
"6387","PE",20
"6388","DS",122
"6389","NA",192
"6390","DO",46
"6391","DM",43
"6392","DM",36
"6393","OT",25
"6394","DM",46
"6395","DM",38
"6396","DM",40
"6397","OL",34
"6398","DM",42
"6399","OT",22
"6400","DS",132
"6401","DM",43
"6402","DM",44
"6403","DM",52
"6404","OT",17
"6405","DM",37
"6406","NA",129
"6407","DM",52
"6408","DM",40
"6409","OT",16
"6410","DM",48
"6411","DM",38
"6412","DM",39
"6413","DO",50
"6414","NA",168
"6415","RM",14
"6416","DM",46
"6417","DM",39
"6418","PE",19
"6419","DM",43
"6420","OL",30
"6421","DM",39
"6422","DS",118
"6423","DM",38
"6424","DM",43
"6425","DM",44
"6426","DS",155
"6427","DM",39
"6428","DM",44
"6429","DM",47
"6430","DM",44
"6431","DM",47
"6432","DM",39
"6433","DM",42
"6434","DM",48
"6435","DM",44
"6436","PE",19
"6437","DO",52
"6438","DM",40
"6439","NA",160
"6440","DS",126
"6441","DO",54
"6442","DM",45
"6443","DS",129
"6444","DS",121
"6445","OL",34
"6446","DM",40
"6447","DO",53
"6448","DM",37
"6449","DO",47
"6450","DS",148
"6451","DM",45
"6452","DM",42
"6453","DS",120
"6454","DM",41
"6455","DM",37
"6456","OT",25
"6457","DM",42
"6458","DM",41
"6459","DM",40
"6460","DS",130
"6461","DM",50
"6462","DM",39
"6463","DM",39
"6464","DO",47
"6465","DM",43
"6466","RM",9
"6467","RM",6
"6468","DM",42
"6469","PE",22
"6470","DM",38
"6471","DM",38
"6472","DM",49
"6473","DS",126
"6474","OT",23
"6475","DM",46
"6476","DM",38
"6477","DM",40
"6478","OT",24
"6479","DS",153
"6480","DM",43
"6481","OL",30
"6482","DM",45
"6483","DM",47
"6484","DM",38
"6485","OT",26
"6486","DM",39
"6487","OL",34
"6488","OT",18
"6489","DM",52
"6490","OL",20
"6491","DM",37
"6492","DM",46
"6493","DO",51
"6494","RM",9
"6495","DO",51
"6496","NA",174
"6497","DM",36
"6498","OT",23
"6499","DM",48
"6500","DM",45
"6501","PE",13
"6502","DM",45
"6503","DM",38
"6504","DM",51
"6505","DM",43
"6506","DS",156
"6507","DM",51
"6508","DM",45
"6509","DS",134
"6510","DM",44
"6511","DM",40
"6512","DM",48
"6513","DM",49
"6514","DO",68
"6515","PE",19
"6516","DM",38
"6517","DM",50
"6518","NA",240
"6519","DO",52
"6520","DM",46
"6521","DS",116
"6522","OL",38
"6523","DS",130
"6524","DS",124
"6525","DM",43
"6526","DM",52
"6527","DM",46
"6528","DS",130
"6529","OL",31
"6530","DO",54
"6531","DO",55
"6532","PE",20
"6533","DO",54
"6534","DS",131
"6535","DS",147
"6536","DM",42
"6537","DM",45
"6538","DS",131
"6539","DM",48
"6540","DM",43
"6541","DM",47
"6542","DO",44
"6543","DS",126
"6544","PP",15
"6545","DM",48
"6546","RM",10
"6547","PE",19
"6548","DM",42
"6549","DM",40
"6550","DS",119
"6551","NA",170
"6552","OT",26
"6553","DM",46
"6554","DO",49
"6555","OT",23
"6556","DO",51
"6557","DM",51
"6558","PE",19
"6559","DM",52
"6560","DM",37
"6561","DM",48
"6562","DM",47
"6563","DM",46
"6564","OL",37
"6565","DM",39
"6566","OL",27
"6567","NA",188
"6568","OT",23
"6569","DM",37
"6570","DM",49
"6571","DM",38
"6572","OL",34
"6573","DO",53
"6574","NA",185
"6575","DM",39
"6576","DM",48
"6577","DM",47
"6578","DM",43
"6579","DM",45
"6580","DM",49
"6581","DM",53
"6582","DS",12
"6583","PM",26
"6584","DS",157
"6585","DM",22
"6586","DM",42
"6587","DS",135
"6588","DS",125
"6589","DS",129
"6590","DM",52
"6591","DO",51
"6592","DM",42
"6593","DM",42
"6594","DM",26
"6595","DM",49
"6596","DM",44
"6597","DS",74
"6598","OL",34
"6599","DO",50
"6600","DS",125
"6601","OL",41
"6602","DM",49
"6603","DS",125
"6604","DM",42
"6605","DO",53
"6606","DO",57
"6607","DS",150
"6608","DS",124
"6609","DM",47
"6610","DS",130
"6611","OL",39
"6612","DM",45
"6613","DM",45
"6614","DM",49
"6615","DM",26
"6616","DS",120
"6617","DM",46
"6618","DM",49
"6619","DM",40
"6620","DM",45
"6621","DO",49
"6622","DO",55
"6623","DS",120
"6624","DM",52
"6625","DM",48
"6626","DM",43
"6627","DM",46
"6628","DM",42
"6629","DM",48
"6630","DM",52
"6631","DM",46
"6632","DM",52
"6633","DM",39
"6634","DM",48
"6635","NA",180
"6636","DM",52
"6637","OL",38
"6638","OL",27
"6639","DM",43
"6640","DO",57
"6641","NA",192
"6642","NA",99
"6643","DM",54
"6644","DM",42
"6645","DM",45
"6646","PE",21
"6647","DM",30
"6648","DM",47
"6649","PE",27
"6650","DS",125
"6651","DM",43
"6652","DM",52
"6653","DM",43
"6654","DS",84
"6655","DS",129
"6656","DS",152
"6657","DM",44
"6658","NA",163
"6659","NA",82
"6660","DM",37
"6661","DM",43
"6662","DM",46
"6663","DO",50
"6664","DS",121
"6665","DM",44
"6666","DS",123
"6667","DO",46
"6668","DO",52
"6669","OL",33
"6670","DO",53
"6671","PE",23
"6672","DS",144
"6673","DS",128
"6674","DS",103
"6675","DS",134
"6676","DM",46
"6677","NA",198
"6678","DM",45
"6679","DM",47
"6680","DM",50
"6681","DS",115
"6682","PM",20
"6683","PE",21
"6684","DM",24
"6685","PE",20
"6686","NA",91
"6687","NA",98
"6688","DS",118
"6689","NA",205
"6690","DO",48
"6691","OT",33
"6692","RM",11
"6693","OT",26
"6694","DM",50
"6695","DM",42
"6696","DM",43
"6697","NA",123
"6698","DM",46
"6699","DM",47
"6700","DM",39
"6701","DM",39
"6702","DM",37
"6703","OL",29
"6704","DM",50
"6705","NA",180
"6706","PE",29
"6707","DM",50
"6708","DM",37
"6709","DO",52
"6710","PM",18
"6711","DM",26
"6712","DM",52
"6713","DM",50
"6714","RM",13
"6715","DM",44
"6716","PM",22
"6717","DM",46
"6718","PP",16
"6719","DM",45
"6720","PE",21
"6721","DS",114
"6722","DM",42
"6723","DS",152
"6724","DS",129
"6725","DM",32
"6726","DM",47
"6727","DM",47
"6728","DM",36
"6729","DM",53
"6730","NA",110
"6731","DO",57
"6732","NA",227
"6733","DO",52
"6734","DM",47
"6735","DS",116
"6736","DM",43
"6737","DO",55
"6738","DO",58
"6739","DM",45
"6740","DO",49
"6741","DS",121
"6742","DM",41
"6743","DM",46
"6744","DM",48
"6745","DM",44
"6746","DO",22
"6747","DM",39
"6748","NA",185
"6749","DS",119
"6750","DO",52
"6751","DM",44
"6752","DM",26
"6753","DM",43
"6754","DM",41
"6755","DM",48
"6756","DM",46
"6757","DM",45
"6758","DM",49
"6759","DM",41
"6760","DM",40
"6761","OL",36
"6762","DM",50
"6763","DM",36
"6764","NA",183
"6765","DM",35
"6766","DO",61
"6767","NA",182
"6768","DM",32
"6769","DM",42
"6770","DM",52
"6771","PM",24
"6772","NA",68
"6773","DM",46
"6774","DM",40
"6775","DM",40
"6776","DM",45
"6777","DS",125
"6778","DM",44
"6779","DS",156
"6780","DM",47
"6781","DM",43
"6782","NA",184
"6783","DM",36
"6784","DO",51
"6785","DM",46
"6786","OL",35
"6787","DS",129
"6788","DM",43
"6789","DO",45
"6790","DO",53
"6791","PP",17
"6792","DO",53
"6793","DS",157
"6794","DS",134
"6795","DM",44
"6796","DO",46
"6797","DM",45
"6798","DM",40
"6799","DM",47
"6800","OL",30
"6801","DM",29
"6802","DO",29
"6803","DM",24
"6804","NA",113
"6805","DM",24
"6806","DM",30
"6807","DM",35
"6808","DO",45
"6809","DS",123
"6810","PE",23
"6811","DO",42
"6812","NA",134
"6813","DM",50
"6814","DM",35
"6815","DM",42
"6816","DM",50
"6817","NA",182
"6818","OL",42
"6819","DM",45
"6820","DM",49
"6821","DM",50
"6822","NA",188
"6823","DM",44
"6824","DM",55
"6825","DM",41
"6826","DM",39
"6827","DM",37
"6828","DM",36
"6829","DO",54
"6830","NA",70
"6831","DO",54
"6832","DM",42
"6833","NA",214
"6834","DM",45
"6835","PP",18
"6836","DM",46
"6837","DM",30
"6838","DS",64
"6839","DM",48
"6840","DS",98
"6841","DM",48
"6842","DM",51
"6843","DM",46
"6844","DM",31
"6845","DM",40
"6846","DM",45
"6847","DS",94
"6848","OL",28
"6849","DM",44
"6850","DO",44
"6851","DO",56
"6852","DS",150
"6853","DM",66
"6854","DS",130
"6855","DO",63
"6856","DM",49
"6857","DM",47
"6858","DM",34
"6859","DM",40
"6860","DM",49
"6861","DM",46
"6862","DO",48
"6863","DM",47
"6864","DS",126
"6865","NA",180
"6866","DM",43
"6867","DM",46
"6868","DM",45
"6869","DM",55
"6870","DM",50
"6871","DM",41
"6872","NA",101
"6873","DM",49
"6874","NA",184
"6875","DM",47
"6876","OL",30
"6877","DM",51
"6878","DM",41
"6879","DO",60
"6880","NA",116
"6881","DM",48
"6882","DM",32
"6883","DM",44
"6884","PP",10
"6885","DM",46
"6886","DS",80
"6887","DM",45
"6888","DS",118
"6889","DS",150
"6890","DM",54
"6891","DM",46
"6892","DS",128
"6893","DM",45
"6894","NA",202
"6895","NA",135
"6896","NA",177
"6897","DO",50
"6898","DM",49
"6899","DS",118
"6900","DM",47
"6901","PP",17
"6902","DO",35
"6903","PP",20
"6904","DS",151
"6905","DO",55
"6906","DS",127
"6907","DM",45
"6908","DM",46
"6909","DM",47
"6910","DS",137
